AvailabilityZone,InstanceType,SpotPrice,Timestamp,Compute Units (ECU),Physical Processor,Clock Speed(GHz),intr rate,CostEfficiency
ap-southeast-2b,t2.xlarge,0.0812,2024-02-18 09:01:21+00:00,0,Intel Xeon Family,,0,0.0
ap-northeast-2a,t3.xlarge,0.0815,2024-02-18 03:02:09+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
us-east-1f,t2.xlarge,0.0815,2024-02-18 03:02:31+00:00,0,Intel Xeon Family,,0,0.0
eu-west-1a,t3.xlarge,0.0823,2024-02-18 08:01:25+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
ca-central-1a,t3.xlarge,0.0827,2024-02-18 04:01:21+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
us-east-1d,t3.xlarge,0.0828,2024-02-18 10:02:32+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
us-east-1b,t2.xlarge,0.0829,2024-02-17 18:17:48+00:00,0,Intel Xeon Family,,0,0.0
us-east-1d,t2.xlarge,0.0829,2024-02-18 07:32:10+00:00,0,Intel Xeon Family,,0,0.0
eu-central-1b,t3.xlarge,0.0829,2024-02-18 09:01:32+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
us-east-1a,t3.xlarge,0.0833,2024-02-18 05:46:58+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
ap-south-1b,t3.xlarge,0.0833,2024-02-18 08:01:26+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
eu-central-1c,t3.xlarge,0.0836,2024-02-18 12:16:21+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
us-east-2a,r5a.xlarge,0.0837,2024-02-18 09:16:28+00:00,0,AMD EPYC 7571,,0,0.0
eu-west-1b,t3.xlarge,0.0837,2024-02-18 11:31:32+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
eu-west-3a,m5a.xlarge,0.0838,2024-02-18 06:16:33+00:00,0,AMD EPYC 7571,,0,0.0
eu-west-1b,t2.xlarge,0.0841,2024-02-18 05:46:35+00:00,0,Intel Xeon Family,,0,0.0
eu-west-3b,t3.xlarge,0.0842,2024-02-18 02:16:13+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
ap-southeast-1b,t3.xlarge,0.0843,2024-02-18 10:46:19+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
ap-south-1a,t3.xlarge,0.0847,2024-02-18 07:01:31+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
ca-central-1a,r5a.xlarge,0.0862,2024-02-18 11:01:37+00:00,0,AMD EPYC 7571,,0,0.0
eu-west-3b,r5a.xlarge,0.0874,2024-02-18 07:31:38+00:00,0,AMD EPYC 7571,,0,0.0
eu-west-3c,m5a.xlarge,0.0881,2024-02-17 14:01:39+00:00,0,AMD EPYC 7571,,0,0.0
eu-west-1a,t2.xlarge,0.0886,2024-02-18 12:01:33+00:00,0,Intel Xeon Family,,0,0.0
sa-east-1c,t2.xlarge,0.0896,2024-02-18 09:01:42+00:00,0,Intel Xeon Family,,0,0.0
ap-southeast-1a,t3.xlarge,0.0897,2024-02-18 08:31:12+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
ap-southeast-1c,t3.xlarge,0.09,2024-02-18 10:46:19+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
ap-northeast-1a,m5a.xlarge,0.09,2024-02-18 11:01:32+00:00,0,AMD EPYC 7571,,0,0.0
eu-west-3b,m5a.xlarge,0.0904,2024-02-18 11:01:32+00:00,0,AMD EPYC 7571,,0,0.0
eu-west-3a,r5a.xlarge,0.0913,2024-02-18 06:01:33+00:00,0,AMD EPYC 7571,,0,0.0
ap-southeast-2c,t3.xlarge,0.0935,2024-02-18 12:00:43+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
ca-central-1b,r5a.xlarge,0.0936,2024-02-18 10:46:37+00:00,0,AMD EPYC 7571,,0,0.0
ap-southeast-2b,t3.xlarge,0.0946,2024-02-18 10:01:31+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
us-east-2b,r5a.xlarge,0.0953,2024-02-18 08:31:33+00:00,0,AMD EPYC 7571,,0,0.0
ap-northeast-2c,r5a.xlarge,0.097,2024-02-18 09:47:16+00:00,0,AMD EPYC 7571,,0,0.0
eu-west-2a,r5a.xlarge,0.0994,2024-02-18 11:16:38+00:00,0,AMD EPYC 7571,,0,0.0
eu-central-1c,m5a.xlarge,0.0999,2024-02-18 09:46:41+00:00,0,AMD EPYC 7571,,0,0.0
us-west-1a,m5a.xlarge,0.1,2024-02-18 05:31:22+00:00,0,AMD EPYC 7571,,0,0.0
ap-northeast-1a,r5a.xlarge,0.1003,2024-02-18 06:01:28+00:00,0,AMD EPYC 7571,,0,0.0
eu-central-1a,m5a.xlarge,0.1019,2024-02-18 10:31:28+00:00,0,AMD EPYC 7571,,0,0.0
ap-northeast-1d,r5a.xlarge,0.1042,2024-02-18 08:46:17+00:00,0,AMD EPYC 7571,,0,0.0
ap-northeast-1d,m5a.xlarge,0.1066,2024-02-18 06:01:35+00:00,0,AMD EPYC 7571,,0,0.0
ap-northeast-1c,m5a.xlarge,0.1066,2024-02-18 07:01:22+00:00,0,AMD EPYC 7571,,0,0.0
sa-east-1a,t3.xlarge,0.1066,2024-02-18 11:01:38+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
eu-west-2b,r5a.xlarge,0.1071,2024-02-18 12:02:37+00:00,0,AMD EPYC 7571,,0,0.0
us-west-1b,m5a.xlarge,0.1083,2024-02-18 08:01:23+00:00,0,AMD EPYC 7571,,0,0.0
eu-central-1b,m5a.xlarge,0.1099,2024-02-18 10:01:11+00:00,0,AMD EPYC 7571,,0,0.0
ap-northeast-2a,r5a.xlarge,0.1107,2024-02-18 11:02:20+00:00,0,AMD EPYC 7571,,0,0.0
ap-northeast-1c,r5a.xlarge,0.1164,2024-02-18 09:31:41+00:00,0,AMD EPYC 7571,,0,0.0
eu-west-2c,r5a.xlarge,0.1167,2024-02-18 12:17:04+00:00,0,AMD EPYC 7571,,0,0.0
eu-west-1a,r5a.xlarge,0.1173,2024-02-18 03:31:31+00:00,0,AMD EPYC 7571,,0,0.0
ap-southeast-2b,r5a.xlarge,0.1182,2024-02-18 10:16:43+00:00,0,AMD EPYC 7571,,0,0.0
eu-west-1b,r5a.xlarge,0.121,2024-02-18 07:31:53+00:00,0,AMD EPYC 7571,,0,0.0
sa-east-1c,t3.xlarge,0.1221,2024-02-18 08:31:27+00:00,0,Intel Skylake E5 2686 v5,,0,0.0
ap-southeast-2a,r5a.xlarge,0.1226,2024-02-18 06:01:16+00:00,0,AMD EPYC 7571,,0,0.0
ap-southeast-2c,r5a.xlarge,0.1291,2024-02-18 12:16:43+00:00,0,AMD EPYC 7571,,0,0.0
eu-central-1a,r5a.xlarge,0.1329,2024-02-18 08:17:34+00:00,0,AMD EPYC 7571,,0,0.0
eu-west-1c,r5a.xlarge,0.1359,2024-02-18 02:31:27+00:00,0,AMD EPYC 7571,,0,0.0
eu-central-1b,r5a.xlarge,0.1374,2024-02-18 09:32:37+00:00,0,AMD EPYC 7571,,0,0.0
eu-central-1c,r5a.xlarge,0.1439,2024-02-18 07:16:48+00:00,0,AMD EPYC 7571,,0,0.0
ap-northeast-3a,t3.xlarge,0.0301,2024-02-18 00:00:39+00:00,0,Intel Skylake E5 2686 v5,,1,0.0
ap-northeast-1c,t2.xlarge,0.0366,2024-02-18 05:01:52+00:00,0,Intel Xeon Family,,1,0.0
ap-northeast-1a,t2.xlarge,0.0423,2024-02-18 07:01:18+00:00,0,Intel Xeon Family,,1,0.0
ap-northeast-3c,t3.xlarge,0.0434,2024-02-18 06:16:51+00:00,0,Intel Skylake E5 2686 v5,,1,0.0
ap-northeast-1d,t2.xlarge,0.0448,2024-02-18 04:01:33+00:00,0,Intel Xeon Family,,1,0.0
us-west-1a,t2.xlarge,0.0467,2024-02-17 19:46:28+00:00,0,Intel Xeon Family,,1,0.0
ap-northeast-2c,t2.xlarge,0.0571,2024-02-18 05:16:35+00:00,0,Intel Xeon Family,,1,0.0
ap-northeast-3b,t3.xlarge,0.0584,2024-02-18 09:16:22+00:00,0,Intel Skylake E5 2686 v5,,1,0.0
eu-west-2a,t2.xlarge,0.0647,2024-02-18 06:46:38+00:00,0,Intel Xeon Family,,1,0.0
ca-central-1b,t2.xlarge,0.0653,2024-02-18 02:46:31+00:00,0,Intel Xeon Family,,1,0.0
us-west-1b,t2.xlarge,0.0658,2024-02-18 06:31:29+00:00,0,Intel Xeon Family,,1,0.0
eu-west-2b,t2.xlarge,0.0677,2024-02-18 05:01:28+00:00,0,Intel Xeon Family,,1,0.0
eu-west-3a,t2.xlarge,0.0686,2024-02-18 03:32:04+00:00,0,Intel Xeon Family,,1,0.0
ca-central-1a,t2.xlarge,0.0692,2024-02-18 06:16:26+00:00,0,Intel Xeon Family,,1,0.0
ap-northeast-2a,t2.xlarge,0.0696,2024-02-18 09:17:06+00:00,0,Intel Xeon Family,,1,0.0
eu-west-3c,t2.xlarge,0.0698,2024-02-18 07:31:26+00:00,0,Intel Xeon Family,,1,0.0
eu-west-2c,t2.xlarge,0.0703,2024-02-18 10:17:21+00:00,0,Intel Xeon Family,,1,0.0
ap-south-1a,t2.xlarge,0.0706,2024-02-18 00:46:27+00:00,0,Intel Xeon Family,,1,0.0
us-east-2a,m5a.xlarge,0.0712,2024-02-18 11:17:36+00:00,0,AMD EPYC 7571,,1,0.0
ap-south-1b,t2.xlarge,0.0721,2024-02-18 02:16:29+00:00,0,Intel Xeon Family,,1,0.0
us-west-2d,r5a.xlarge,0.073,2024-02-18 07:17:33+00:00,0,AMD EPYC 7571,,1,0.0
eu-west-3b,t2.xlarge,0.0764,2024-02-18 03:47:37+00:00,0,Intel Xeon Family,,1,0.0
us-east-2b,m5a.xlarge,0.0799,2024-02-18 04:46:29+00:00,0,AMD EPYC 7571,,1,0.0
us-east-2c,m5a.xlarge,0.0821,2024-02-18 05:16:29+00:00,0,AMD EPYC 7571,,1,0.0
eu-west-2c,m5a.xlarge,0.0833,2024-02-18 11:32:21+00:00,0,AMD EPYC 7571,,1,0.0
ap-southeast-2c,m5a.xlarge,0.0859,2024-02-18 08:46:35+00:00,0,AMD EPYC 7571,,1,0.0
ap-southeast-2a,m5a.xlarge,0.0897,2024-02-18 01:46:10+00:00,0,AMD EPYC 7571,,1,0.0
us-west-2b,r5a.xlarge,0.0901,2024-02-18 10:17:13+00:00,0,AMD EPYC 7571,,1,0.0
eu-west-2b,m5a.xlarge,0.0946,2024-02-18 10:46:36+00:00,0,AMD EPYC 7571,,1,0.0
ap-southeast-2b,m5a.xlarge,0.0953,2024-02-18 08:16:18+00:00,0,AMD EPYC 7571,,1,0.0
us-west-2a,r5a.xlarge,0.0956,2024-02-18 07:01:33+00:00,0,AMD EPYC 7571,,1,0.0
eu-west-2a,m5a.xlarge,0.0973,2024-02-18 09:46:30+00:00,0,AMD EPYC 7571,,1,0.0
us-west-2c,r5a.xlarge,0.1062,2024-02-18 10:17:13+00:00,0,AMD EPYC 7571,,1,0.0
ap-southeast-1b,r5a.xlarge,0.1181,2024-02-18 11:16:39+00:00,0,AMD EPYC 7571,,1,0.0
ap-southeast-1a,r5a.xlarge,0.1317,2024-02-18 10:51:42+00:00,0,AMD EPYC 7571,,1,0.0
ap-southeast-1c,r5a.xlarge,0.1361,2024-02-18 10:51:42+00:00,0,AMD EPYC 7571,,1,0.0
sa-east-1b,m5a.xlarge,0.1451,2024-02-18 07:31:35+00:00,0,AMD EPYC 7571,,1,0.0
sa-east-1a,m5a.xlarge,0.1486,2024-02-18 07:31:35+00:00,0,AMD EPYC 7571,,1,0.0
sa-east-1c,m5a.xlarge,0.1489,2024-02-18 11:01:23+00:00,0,AMD EPYC 7571,,1,0.0
ap-northeast-3a,t2.xlarge,0.0316,2024-02-17 23:46:09+00:00,0,Intel Xeon Family,,2,0.0
us-west-2d,m5a.xlarge,0.0689,2024-02-18 11:17:24+00:00,0,AMD EPYC 7571,,2,0.0
us-west-2c,m5a.xlarge,0.0799,2024-02-17 15:47:22+00:00,0,AMD EPYC 7571,,2,0.0
us-west-2b,m5a.xlarge,0.0834,2024-02-18 06:31:48+00:00,0,AMD EPYC 7571,,2,0.0
us-west-2a,m5a.xlarge,0.0835,2024-02-18 02:01:43+00:00,0,AMD EPYC 7571,,2,0.0
us-east-1a,m5a.xlarge,0.087,2024-02-17 19:32:00+00:00,0,AMD EPYC 7571,,2,0.0
eu-west-1b,m5a.xlarge,0.0877,2024-02-18 11:02:09+00:00,0,AMD EPYC 7571,,2,0.0
us-east-1f,m5a.xlarge,0.0885,2024-02-18 07:48:35+00:00,0,AMD EPYC 7571,,2,0.0
us-east-1d,m5a.xlarge,0.0889,2024-02-18 05:47:34+00:00,0,AMD EPYC 7571,,2,0.0
eu-west-1c,m5a.xlarge,0.0891,2024-02-18 00:46:48+00:00,0,AMD EPYC 7571,,2,0.0
us-east-1c,m5a.xlarge,0.0897,2024-02-18 04:17:03+00:00,0,AMD EPYC 7571,,2,0.0
us-east-1b,m5a.xlarge,0.0918,2024-02-18 09:46:59+00:00,0,AMD EPYC 7571,,2,0.0
eu-west-1a,m5a.xlarge,0.0943,2024-02-18 09:32:01+00:00,0,AMD EPYC 7571,,2,0.0
us-east-1f,r5a.xlarge,0.1048,2024-02-18 10:32:53+00:00,0,AMD EPYC 7571,,2,0.0
us-east-1c,r5a.xlarge,0.1071,2024-02-18 04:02:44+00:00,0,AMD EPYC 7571,,2,0.0
sa-east-1c,r5a.xlarge,0.1103,2024-02-18 10:16:38+00:00,0,AMD EPYC 7571,,2,0.0
us-east-1a,r5a.xlarge,0.1104,2024-02-18 03:48:02+00:00,0,AMD EPYC 7571,,2,0.0
sa-east-1a,r5a.xlarge,0.1169,2024-02-18 09:16:06+00:00,0,AMD EPYC 7571,,2,0.0
us-east-1d,r5a.xlarge,0.1192,2024-02-18 11:02:33+00:00,0,AMD EPYC 7571,,2,0.0
us-east-1b,r5a.xlarge,0.1224,2024-02-18 05:17:30+00:00,0,AMD EPYC 7571,,2,0.0
ap-northeast-2c,m5a.xlarge,0.0812,2024-02-18 08:31:44+00:00,0,AMD EPYC 7571,,3,0.0
ap-southeast-1c,t2.xlarge,0.0815,2024-02-18 07:32:07+00:00,0,Intel Xeon Family,,3,0.0
ap-southeast-1b,t2.xlarge,0.0833,2024-02-18 06:46:38+00:00,0,Intel Xeon Family,,3,0.0
ap-southeast-1a,t2.xlarge,0.0881,2024-02-18 07:32:07+00:00,0,Intel Xeon Family,,3,0.0
ap-northeast-2a,m5a.xlarge,0.0927,2024-02-18 07:31:44+00:00,0,AMD EPYC 7571,,3,0.0
ca-central-1a,m5a.xlarge,0.0941,2024-02-18 10:46:23+00:00,0,AMD EPYC 7571,,3,0.0
ca-central-1b,m5a.xlarge,0.1016,2024-02-18 10:31:25+00:00,0,AMD EPYC 7571,,3,0.0
ap-southeast-1b,m5a.xlarge,0.1128,2024-02-18 07:46:18+00:00,0,AMD EPYC 7571,,3,0.0
ca-central-1d,m5a.xlarge,0.1141,2024-02-18 09:46:43+00:00,0,AMD EPYC 7571,,3,0.0
ap-southeast-1a,m5a.xlarge,0.123,2024-02-18 08:31:38+00:00,0,AMD EPYC 7571,,3,0.0
ap-southeast-1c,m5a.xlarge,0.1267,2024-02-18 12:16:25+00:00,0,AMD EPYC 7571,,3,0.0
us-west-1b,r5a.xlarge,0.0998,2024-02-18 07:31:15+00:00,0,AMD EPYC 7571,,4,0.0
us-west-1a,r5a.xlarge,0.1034,2024-02-18 06:16:41+00:00,0,AMD EPYC 7571,,4,0.0
